"EMPSTAT","COUNTRY","FREQUENCY","TIME_FORMAT","obsTime","obsValue","EMPSTAT_label"
"DE","NLD","A","P1Y","1984",1481,"Dependent employment"
"DE","NLD","A","P1Y","1985",1463,"Dependent employment"
"DE","NLD","A","P1Y","1986",1454,"Dependent employment"
"DE","NLD","A","P1Y","1987",1438,"Dependent employment"
"DE","NLD","A","P1Y","1988",1441,"Dependent employment"
"DE","NLD","A","P1Y","1989",1439,"Dependent employment"
"DE","NLD","A","P1Y","1990",1434,"Dependent employment"
"DE","NLD","A","P1Y","1991",1418,"Dependent employment"
"DE","NLD","A","P1Y","1992",1421,"Dependent employment"
"DE","NLD","A","P1Y","1993",1403,"Dependent employment"
"DE","NLD","A","P1Y","1994",1407,"Dependent employment"
"DE","NLD","A","P1Y","1995",1424,"Dependent employment"
"DE","NLD","A","P1Y","1996",1431,"Dependent employment"
"DE","NLD","A","P1Y","1997",1420,"Dependent employment"
"DE","ESP","A","P1Y","2011",1670,"Dependent employment"
"DE","ESP","A","P1Y","2012",1654,"Dependent employment"
"DE","ESP","A","P1Y","2013",1642,"Dependent employment"
"DE","ESP","A","P1Y","2014",1645,"Dependent employment"
"DE","ESP","A","P1Y","2015",1652,"Dependent employment"
"DE","ESP","A","P1Y","2016",1647,"Dependent employment"
"DE","NLD","A","P1Y","2004",1390,"Dependent employment"
"DE","NLD","A","P1Y","2005",1371,"Dependent employment"
"DE","NLD","A","P1Y","2006",1363,"Dependent employment"
"DE","NLD","A","P1Y","2007",1359,"Dependent employment"
"DE","USA","A","P1Y","1960",1935,"Dependent employment"
"DE","USA","A","P1Y","1961",1926,"Dependent employment"
"DE","LUX","A","P1Y","2005",1560,"Dependent employment"
"DE","LUX","A","P1Y","2006",1559,"Dependent employment"
"DE","USA","A","P1Y","1964",1964,"Dependent employment"
"DE","USA","A","P1Y","1965",1972,"Dependent employment"
"DE","USA","A","P1Y","1966",1961,"Dependent employment"
"DE","USA","A","P1Y","1967",1938,"Dependent employment"
"DE","USA","A","P1Y","1968",1924,"Dependent employment"
"DE","USA","A","P1Y","1969",1923,"Dependent employment"
"DE","USA","A","P1Y","1970",1895,"Dependent employment"
"DE","USA","A","P1Y","1971",1883,"Dependent employment"
"DE","USA","A","P1Y","1972",1884,"Dependent employment"
"DE","USA","A","P1Y","1973",1886,"Dependent employment"
"DE","USA","A","P1Y","1974",1856,"Dependent employment"
"DE","USA","A","P1Y","1975",1837,"Dependent employment"
"DE","USA","A","P1Y","1976",1838,"Dependent employment"
"DE","USA","A","P1Y","1977",1842,"Dependent employment"
"DE","USA","A","P1Y","1978",1836,"Dependent employment"
"DE","USA","A","P1Y","1979",1828,"Dependent employment"
"DE","USA","A","P1Y","1980",1815,"Dependent employment"
"DE","USA","A","P1Y","1981",1806,"Dependent employment"
"DE","USA","A","P1Y","1982",1808,"Dependent employment"
"DE","USA","A","P1Y","1983",1827,"Dependent employment"
"DE","USA","A","P1Y","1984",1843,"Dependent employment"
"DE","USA","A","P1Y","1985",1837,"Dependent employment"
"DE","GRC","A","P1Y","2015",1733,"Dependent employment"
"DE","DNK","A","P1Y","2009",1392,"Dependent employment"
"DE","DNK","A","P1Y","2010",1375,"Dependent employment"
"DE","DNK","A","P1Y","2011",1388,"Dependent employment"
"DE","DNK","A","P1Y","2012",1387,"Dependent employment"
"DE","DNK","A","P1Y","2013",1370,"Dependent employment"
"DE","DNK","A","P1Y","2014",1411,"Dependent employment"
"DE","DNK","A","P1Y","2015",1407,"Dependent employment"
"DE","DNK","A","P1Y","2016",1416,"Dependent employment"
"DE","MEX","A","P1Y","1991",2325,"Dependent employment"
"DE","MEX","A","P1Y","1993",2371,"Dependent employment"
"DE","SVK","A","P1Y","1998",1716,"Dependent employment"
"DE","SVK","A","P1Y","1999",1707,"Dependent employment"
"DE","SVK","A","P1Y","2000",1768,"Dependent employment"
"DE","SVK","A","P1Y","2001",1780,"Dependent employment"
"DE","SVK","A","P1Y","2003",1731,"Dependent employment"
"DE","SVK","A","P1Y","2004",1728,"Dependent employment"
"DE","SVK","A","P1Y","2005",1756,"Dependent employment"
"DE","SVK","A","P1Y","2006",1774,"Dependent employment"
"DE","SVK","A","P1Y","2007",1774,"Dependent employment"
"DE","SVK","A","P1Y","2008",1774,"Dependent employment"
"DE","SVK","A","P1Y","2009",1727,"Dependent employment"
"DE","FTFR","A","P1Y","1985",1581,"Dependent employment"
"DE","FTFR","A","P1Y","1986",1563,"Dependent employment"
"DE","FTFR","A","P1Y","1987",1543,"Dependent employment"
"DE","IRL","A","P1Y","1983",1678,"Dependent employment"
"DE","IRL","A","P1Y","1984",1673,"Dependent employment"
"DE","IRL","A","P1Y","1985",1686,"Dependent employment"
"DE","IRL","A","P1Y","1986",1701,"Dependent employment"
"DE","IRL","A","P1Y","1987",1685,"Dependent employment"
"DE","NZL","A","P1Y","1990",1734,"Dependent employment"
"DE","IRL","A","P1Y","1989",1685,"Dependent employment"
"DE","IRL","A","P1Y","1990",1689,"Dependent employment"
"DE","IRL","A","P1Y","1991",1672,"Dependent employment"
"DE","IRL","A","P1Y","1992",1648,"Dependent employment"
"DE","IRL","A","P1Y","1993",1624,"Dependent employment"
"DE","IRL","A","P1Y","1994",1630,"Dependent employment"
"DE","IRL","A","P1Y","1995",1632,"Dependent employment"
"DE","IRL","A","P1Y","1996",1644,"Dependent employment"
"DE","IRL","A","P1Y","1997",1618,"Dependent employment"
"DE","IRL","A","P1Y","1998",1581,"Dependent employment"
"DE","IRL","A","P1Y","1999",1575,"Dependent employment"
"DE","IRL","A","P1Y","2000",1574,"Dependent employment"
"DE","IRL","A","P1Y","2001",1580,"Dependent employment"
"DE","IRL","A","P1Y","2002",1565,"Dependent employment"
"DE","IRL","A","P1Y","2003",1555,"Dependent employment"
"DE","IRL","A","P1Y","2004",1548,"Dependent employment"
"DE","IRL","A","P1Y","2005",1541,"Dependent employment"
"DE","IRL","A","P1Y","2006",1542,"Dependent employment"
"DE","IRL","A","P1Y","2007",1530,"Dependent employment"
"DE","IRL","A","P1Y","2008",1504,"Dependent employment"
"DE","IRL","A","P1Y","2009",1445,"Dependent employment"
"DE","IRL","A","P1Y","2010",1447,"Dependent employment"
"DE","IRL","A","P1Y","2011",1450,"Dependent employment"
"DE","NZL","A","P1Y","2014",1760,"Dependent employment"
"DE","NZL","A","P1Y","2015",1754,"Dependent employment"
"DE","NZL","A","P1Y","2016",1740,"Dependent employment"
"DE","IRL","A","P1Y","2015",1475,"Dependent employment"
"DE","FRA","A","P1Y","1983",1555,"Dependent employment"
"DE","FRA","A","P1Y","1984",1549,"Dependent employment"
"DE","FRA","A","P1Y","1985",1522,"Dependent employment"
"DE","CAN","A","P1Y","1980",1808,"Dependent employment"
"DE","CAN","A","P1Y","1981",1793,"Dependent employment"
"DE","CAN","A","P1Y","1982",1769,"Dependent employment"
"DE","CAN","A","P1Y","1983",1761,"Dependent employment"
"DE","CAN","A","P1Y","1984",1773,"Dependent employment"
"DE","CAN","A","P1Y","1985",1778,"Dependent employment"
"DE","CAN","A","P1Y","1986",1783,"Dependent employment"
"DE","CAN","A","P1Y","1987",1794,"Dependent employment"
"DE","CAN","A","P1Y","1988",1794,"Dependent employment"
"DE","CAN","A","P1Y","1989",1788,"Dependent employment"
"DE","CAN","A","P1Y","1990",1782,"Dependent employment"
"DE","CAN","A","P1Y","1991",1760,"Dependent employment"
"DE","CAN","A","P1Y","1992",1760,"Dependent employment"
"DE","CAN","A","P1Y","1993",1760,"Dependent employment"
"DE","CAN","A","P1Y","1994",1768,"Dependent employment"
"DE","CAN","A","P1Y","1995",1768,"Dependent employment"
"DE","CAN","A","P1Y","1996",1783,"Dependent employment"
"DE","CAN","A","P1Y","1997",1780,"Dependent employment"
"DE","CAN","A","P1Y","1998",1775,"Dependent employment"
"DE","CAN","A","P1Y","1999",1776,"Dependent employment"
"DE","CAN","A","P1Y","2000",1772,"Dependent employment"
"DE","CAN","A","P1Y","2001",1764,"Dependent employment"
"DE","CAN","A","P1Y","2002",1752,"Dependent employment"
"DE","CAN","A","P1Y","2003",1737,"Dependent employment"
"DE","CAN","A","P1Y","2004",1754,"Dependent employment"
"DE","CAN","A","P1Y","2005",1746,"Dependent employment"
"DE","CAN","A","P1Y","2006",1743,"Dependent employment"
"DE","CAN","A","P1Y","2007",1740,"Dependent employment"
"DE","CAN","A","P1Y","2008",1736,"Dependent employment"
"DE","CAN","A","P1Y","2009",1703,"Dependent employment"
"DE","FRA","A","P1Y","2016",1383,"Dependent employment"
"DE","CAN","A","P1Y","2011",1706,"Dependent employment"
"DE","CAN","A","P1Y","2012",1720,"Dependent employment"
"DE","CAN","A","P1Y","2013",1714,"Dependent employment"
"DE","CAN","A","P1Y","2014",1712,"Dependent employment"
"DE","CAN","A","P1Y","2015",1713,"Dependent employment"
"DE","USA","A","P1Y","1962",1944,"Dependent employment"
"DE","USA","A","P1Y","1963",1960,"Dependent employment"
"DE","JPN","A","P1Y","1995",1910,"Dependent employment"
"DE","JPN","A","P1Y","1996",1919,"Dependent employment"
"DE","JPN","A","P1Y","1997",1891,"Dependent employment"
"DE","JPN","A","P1Y","1998",1871,"Dependent employment"
"DE","JPN","A","P1Y","1999",1840,"Dependent employment"
"DE","JPN","A","P1Y","2000",1853,"Dependent employment"
"DE","JPN","A","P1Y","2001",1836,"Dependent employment"
"DE","JPN","A","P1Y","2002",1825,"Dependent employment"
"DE","JPN","A","P1Y","2003",1828,"Dependent employment"
"DE","JPN","A","P1Y","2004",1816,"Dependent employment"
"DE","JPN","A","P1Y","2005",1802,"Dependent employment"
"DE","JPN","A","P1Y","2006",1811,"Dependent employment"
"DE","JPN","A","P1Y","2007",1808,"Dependent employment"
"DE","JPN","A","P1Y","2008",1792,"Dependent employment"
"DE","JPN","A","P1Y","2009",1733,"Dependent employment"
"DE","JPN","A","P1Y","2010",1754,"Dependent employment"
"DE","JPN","A","P1Y","2011",1747,"Dependent employment"
"DE","JPN","A","P1Y","2012",1765,"Dependent employment"
"DE","JPN","A","P1Y","2013",1746,"Dependent employment"
"DE","JPN","A","P1Y","2014",1741,"Dependent employment"
"DE","JPN","A","P1Y","2015",1734,"Dependent employment"
"DE","JPN","A","P1Y","2016",1724,"Dependent employment"
"DE","USA","A","P1Y","1986",1826,"Dependent employment"
"DE","USA","A","P1Y","1987",1831,"Dependent employment"
"DE","USA","A","P1Y","1988",1835,"Dependent employment"
"DE","USA","A","P1Y","1989",1850,"Dependent employment"
"DE","USA","A","P1Y","1990",1832,"Dependent employment"
"DE","USA","A","P1Y","1991",1825,"Dependent employment"
"DE","USA","A","P1Y","1992",1825,"Dependent employment"
"DE","USA","A","P1Y","1993",1832,"Dependent employment"
"DE","USA","A","P1Y","1994",1843,"Dependent employment"
"DE","USA","A","P1Y","1995",1845,"Dependent employment"
"DE","USA","A","P1Y","1996",1844,"Dependent employment"
"DE","USA","A","P1Y","1997",1850,"Dependent employment"
"DE","USA","A","P1Y","1998",1848,"Dependent employment"
"DE","USA","A","P1Y","1999",1840,"Dependent employment"
"DE","USA","A","P1Y","2000",1833,"Dependent employment"
"DE","FTFR","A","P1Y","1978",1701,"Dependent employment"
"DE","FTFR","A","P1Y","1979",1689,"Dependent employment"
"DE","FTFR","A","P1Y","1980",1671,"Dependent employment"
"DE","FTFR","A","P1Y","1981",1647,"Dependent employment"
"DE","FTFR","A","P1Y","1982",1635,"Dependent employment"
"DE","FTFR","A","P1Y","1983",1621,"Dependent employment"
"DE","FTFR","A","P1Y","1984",1607,"Dependent employment"
"DE","POL","A","P1Y","2000",1963,"Dependent employment"
"DE","POL","A","P1Y","2001",1957,"Dependent employment"
"DE","POL","A","P1Y","2002",1958,"Dependent employment"
"DE","GBR","A","P1Y","1970",1866,"Dependent employment"
"DE","GBR","A","P1Y","1971",1830,"Dependent employment"
"DE","GBR","A","P1Y","1972",1797,"Dependent employment"
"DE","GBR","A","P1Y","1973",1851,"Dependent employment"
"DE","GBR","A","P1Y","1974",1813,"Dependent employment"
"DE","GBR","A","P1Y","1975",1809,"Dependent employment"
"DE","GBR","A","P1Y","1976",1793,"Dependent employment"
"DE","GBR","A","P1Y","1977",1774,"Dependent employment"
"DE","GBR","A","P1Y","1978",1754,"Dependent employment"
"DE","GBR","A","P1Y","1979",1747,"Dependent employment"
"DE","GBR","A","P1Y","1980",1703,"Dependent employment"
"DE","GBR","A","P1Y","1981",1648,"Dependent employment"
"DE","GBR","A","P1Y","1982",1662,"Dependent employment"
"DE","GBR","A","P1Y","1983",1649,"Dependent employment"
"DE","GBR","A","P1Y","1984",1664,"Dependent employment"
"DE","GBR","A","P1Y","1985",1702,"Dependent employment"
"DE","GBR","A","P1Y","1986",1702,"Dependent employment"
"DE","GBR","A","P1Y","1987",1686,"Dependent employment"
"DE","GBR","A","P1Y","1988",1730,"Dependent employment"
"DE","GBR","A","P1Y","1989",1715,"Dependent employment"
"DE","GBR","A","P1Y","1990",1700,"Dependent employment"
"DE","CHL","A","P1Y","1996",2334,"Dependent employment"
"DE","CHL","A","P1Y","1997",2301,"Dependent employment"
"DE","CHL","A","P1Y","1998",2337,"Dependent employment"
"DE","CHL","A","P1Y","1999",2331,"Dependent employment"
"DE","CHL","A","P1Y","2000",2318,"Dependent employment"
"DE","CHL","A","P1Y","2001",2307,"Dependent employment"
"DE","CHL","A","P1Y","2002",2309,"Dependent employment"
"DE","CHL","A","P1Y","2003",2304,"Dependent employment"
"DE","CHL","A","P1Y","2004",2317,"Dependent employment"
"DE","CHL","A","P1Y","2005",2227,"Dependent employment"
"DE","CHL","A","P1Y","2006",2217,"Dependent employment"
"DE","CHL","A","P1Y","2007",2168,"Dependent employment"
"DE","CHL","A","P1Y","2008",2143,"Dependent employment"
"DE","CHL","A","P1Y","2009",2140,"Dependent employment"
"DE","CHL","A","P1Y","2010",2123,"Dependent employment"
"DE","CHL","A","P1Y","2011",2119,"Dependent employment"
"DE","CHL","A","P1Y","2012",2096,"Dependent employment"
"DE","CHL","A","P1Y","2013",2085,"Dependent employment"
"DE","CHL","A","P1Y","2014",2065,"Dependent employment"
"DE","CHL","A","P1Y","2015",2059,"Dependent employment"
"DE","CHL","A","P1Y","2016",2049,"Dependent employment"
"DE","GBR","A","P1Y","2012",1638,"Dependent employment"
"DE","GBR","A","P1Y","2013",1656,"Dependent employment"
"DE","GBR","A","P1Y","2014",1667,"Dependent employment"
"DE","GBR","A","P1Y","2015",1663,"Dependent employment"
"DE","GBR","A","P1Y","2016",1694,"Dependent employment"
"DE","PRT","A","P1Y","2002",1745,"Dependent employment"
"DE","PRT","A","P1Y","2003",1735,"Dependent employment"
"DE","PRT","A","P1Y","2004",1748,"Dependent employment"
"DE","PRT","A","P1Y","2005",1737,"Dependent employment"
"DE","PRT","A","P1Y","2006",1749,"Dependent employment"
"DE","PRT","A","P1Y","2007",1731,"Dependent employment"
"DE","PRT","A","P1Y","2008",1743,"Dependent employment"
"DE","PRT","A","P1Y","2009",1718,"Dependent employment"
"DE","PRT","A","P1Y","2010",1714,"Dependent employment"
"DE","PRT","A","P1Y","2011",1701,"Dependent employment"
"DE","PRT","A","P1Y","2012",1685,"Dependent employment"
"DE","PRT","A","P1Y","2013",1693,"Dependent employment"
"DE","PRT","A","P1Y","2014",1719,"Dependent employment"
"DE","PRT","A","P1Y","2015",1683,"Dependent employment"
"DE","DNK","A","P1Y","1972",1636,"Dependent employment"
"DE","DNK","A","P1Y","1973",1591,"Dependent employment"
"DE","DNK","A","P1Y","1974",1579,"Dependent employment"
"DE","DNK","A","P1Y","1975",1504,"Dependent employment"
"DE","GRC","A","P1Y","1983",1760,"Dependent employment"
"DE","GRC","A","P1Y","1984",1748,"Dependent employment"
"DE","GRC","A","P1Y","1985",1757,"Dependent employment"
"DE","LUX","A","P1Y","2000",1605,"Dependent employment"
"DE","LUX","A","P1Y","2001",1589,"Dependent employment"
"DE","LUX","A","P1Y","2002",1584,"Dependent employment"
"DE","LUX","A","P1Y","2003",1581,"Dependent employment"
"DE","LUX","A","P1Y","2004",1580,"Dependent employment"
"DE","SVN","A","P1Y","2000",1606,"Dependent employment"
"DE","SVN","A","P1Y","2001",1584,"Dependent employment"
"DE","SVN","A","P1Y","2002",1623,"Dependent employment"
"DE","SVN","A","P1Y","2003",1637,"Dependent employment"
"DE","SVN","A","P1Y","2004",1665,"Dependent employment"
"DE","SVN","A","P1Y","2005",1626,"Dependent employment"
"DE","SVN","A","P1Y","2006",1604,"Dependent employment"
"DE","SVN","A","P1Y","2007",1593,"Dependent employment"
"DE","SVN","A","P1Y","2008",1606,"Dependent employment"
"DE","SVN","A","P1Y","2009",1620,"Dependent employment"
"DE","SVN","A","P1Y","2010",1636,"Dependent employment"
"DE","SVN","A","P1Y","2011",1621,"Dependent employment"
"DE","SVN","A","P1Y","2012",1600,"Dependent employment"
"DE","SVN","A","P1Y","2013",1619,"Dependent employment"
"DE","SVN","A","P1Y","2014",1633,"Dependent employment"
"DE","SVN","A","P1Y","2015",1645,"Dependent employment"
"DE","SVN","A","P1Y","2016",1633,"Dependent employment"
"DE","GRC","A","P1Y","2008",1802,"Dependent employment"
"DE","GRC","A","P1Y","2009",1775,"Dependent employment"
"DE","GRC","A","P1Y","2010",1751,"Dependent employment"
"DE","GRC","A","P1Y","2011",1749,"Dependent employment"
"DE","FTFR","A","P1Y","1960",2076,"Dependent employment"
"DE","FTFR","A","P1Y","1961",2044,"Dependent employment"
"DE","FTFR","A","P1Y","1962",2003,"Dependent employment"
"DE","FTFR","A","P1Y","1963",1971,"Dependent employment"
"DE","FTFR","A","P1Y","1964",1984,"Dependent employment"
"DE","FTFR","A","P1Y","1965",1969,"Dependent employment"
"DE","FTFR","A","P1Y","1966",1946,"Dependent employment"
"DE","FTFR","A","P1Y","1967",1907,"Dependent employment"
"DE","FTFR","A","P1Y","1968",1907,"Dependent employment"
"DE","FTFR","A","P1Y","1969",1893,"Dependent employment"
"DE","FTFR","A","P1Y","1970",1876,"Dependent employment"
"DE","FTFR","A","P1Y","1971",1845,"Dependent employment"
"DE","FTFR","A","P1Y","1972",1824,"Dependent employment"
"DE","FTFR","A","P1Y","1973",1800,"Dependent employment"
"DE","FTFR","A","P1Y","1974",1759,"Dependent employment"
"DE","FTFR","A","P1Y","1975",1717,"Dependent employment"
"DE","FTFR","A","P1Y","1976",1736,"Dependent employment"
"DE","FTFR","A","P1Y","1977",1719,"Dependent employment"
"DE","EST","A","P1Y","2003",2062,"Dependent employment"
"DE","EST","A","P1Y","2004",2064,"Dependent employment"
"DE","EST","A","P1Y","2005",2078,"Dependent employment"
"DE","EST","A","P1Y","2006",2057,"Dependent employment"
"DE","EST","A","P1Y","2007",2055,"Dependent employment"
"DE","EST","A","P1Y","2008",2046,"Dependent employment"
"DE","EST","A","P1Y","2009",1971,"Dependent employment"
"DE","EST","A","P1Y","2010",2004,"Dependent employment"
"DE","EST","A","P1Y","2011",2030,"Dependent employment"
"DE","EST","A","P1Y","2012",2018,"Dependent employment"
"DE","EST","A","P1Y","2013",2019,"Dependent employment"
"DE","EST","A","P1Y","2014",2008,"Dependent employment"
"DE","EST","A","P1Y","2015",1995,"Dependent employment"
"DE","FTFR","A","P1Y","1991",1460,"Dependent employment"
"DE","FTFR","A","P1Y","1992",1447,"Dependent employment"
"DE","FTFR","A","P1Y","1993",1420,"Dependent employment"
"DE","FTFR","A","P1Y","1994",1419,"Dependent employment"
"DE","FTFR","A","P1Y","1995",1403,"Dependent employment"
"DE","FTFR","A","P1Y","1996",1387,"Dependent employment"
"DE","FTFR","A","P1Y","1997",1380,"Dependent employment"
"DE","FTFR","A","P1Y","1998",1375,"Dependent employment"
"DE","FTFR","A","P1Y","1999",1366,"Dependent employment"
"DE","FTFR","A","P1Y","2000",1349,"Dependent employment"
"DE","FTFR","A","P1Y","2001",1337,"Dependent employment"
"DE","FTFR","A","P1Y","2002",1331,"Dependent employment"
"DE","FTFR","A","P1Y","2003",1326,"Dependent employment"
"DE","FTFR","A","P1Y","2004",1326,"Dependent employment"
"DE","FTFR","A","P1Y","2005",1321,"Dependent employment"
"DE","FTFR","A","P1Y","2006",1319,"Dependent employment"
"DE","FTFR","A","P1Y","2007",1321,"Dependent employment"
"DE","RUS","A","P1Y","1992",1920,"Dependent employment"
"DE","RUS","A","P1Y","1993",1934,"Dependent employment"
"DE","RUS","A","P1Y","1994",1891,"Dependent employment"
"DE","RUS","A","P1Y","1995",1886,"Dependent employment"
"DE","RUS","A","P1Y","1996",1889,"Dependent employment"
"DE","RUS","A","P1Y","1997",1945,"Dependent employment"
"DE","RUS","A","P1Y","1998",1942,"Dependent employment"
"DE","RUS","A","P1Y","1999",1981,"Dependent employment"
"DE","RUS","A","P1Y","2000",2000,"Dependent employment"
"DE","RUS","A","P1Y","2001",1995,"Dependent employment"
"DE","RUS","A","P1Y","2002",1997,"Dependent employment"
"DE","RUS","A","P1Y","2003",2007,"Dependent employment"
"DE","RUS","A","P1Y","2004",2010,"Dependent employment"
"DE","RUS","A","P1Y","2005",2013,"Dependent employment"
"DE","RUS","A","P1Y","2006",2022,"Dependent employment"
"DE","RUS","A","P1Y","2007",2020,"Dependent employment"
"DE","RUS","A","P1Y","2008",2016,"Dependent employment"
"DE","RUS","A","P1Y","2009",1995,"Dependent employment"
"DE","RUS","A","P1Y","2010",1996,"Dependent employment"
"DE","RUS","A","P1Y","2011",2000,"Dependent employment"
"DE","RUS","A","P1Y","2012",2002,"Dependent employment"
"DE","RUS","A","P1Y","2013",2002,"Dependent employment"
"DE","RUS","A","P1Y","2014",2003,"Dependent employment"
"DE","RUS","A","P1Y","2015",1997,"Dependent employment"
"DE","RUS","A","P1Y","2016",1996,"Dependent employment"
"DE","ESP","A","P1Y","1996",1693,"Dependent employment"
"DE","ESP","A","P1Y","1997",1697,"Dependent employment"
"DE","ESP","A","P1Y","1998",1700,"Dependent employment"
"DE","ESP","A","P1Y","1999",1704,"Dependent employment"
"DE","ESP","A","P1Y","2000",1705,"Dependent employment"
"DE","ESP","A","P1Y","2001",1716,"Dependent employment"
"DE","ESP","A","P1Y","2002",1723,"Dependent employment"
"DE","ESP","A","P1Y","2003",1714,"Dependent employment"
"DE","ESP","A","P1Y","2004",1700,"Dependent employment"
"DE","ESP","A","P1Y","2005",1686,"Dependent employment"
"DE","ESP","A","P1Y","2006",1675,"Dependent employment"
"DE","ESP","A","P1Y","2007",1662,"Dependent employment"
"DE","ESP","A","P1Y","2008",1668,"Dependent employment"
"DE","ESP","A","P1Y","2009",1676,"Dependent employment"
"DE","ESP","A","P1Y","2010",1667,"Dependent employment"
"DE","USA","A","P1Y","1950",1957,"Dependent employment"
"DE","USA","A","P1Y","1951",1971,"Dependent employment"
"DE","USA","A","P1Y","1952",1975,"Dependent employment"
"DE","USA","A","P1Y","1953",1974,"Dependent employment"
"DE","USA","A","P1Y","1954",1963,"Dependent employment"
"DE","USA","A","P1Y","1955",1987,"Dependent employment"
"DE","USA","A","P1Y","1956",1983,"Dependent employment"
"DE","USA","A","P1Y","1957",1956,"Dependent employment"
"DE","USA","A","P1Y","1958",1930,"Dependent employment"
"DE","USA","A","P1Y","1959",1941,"Dependent employment"
"DE","ITA","A","P1Y","1995",1680,"Dependent employment"
"DE","ITA","A","P1Y","1996",1690,"Dependent employment"
"DE","ITA","A","P1Y","1997",1688,"Dependent employment"
"DE","ITA","A","P1Y","1998",1699,"Dependent employment"
"DE","ITA","A","P1Y","1999",1698,"Dependent employment"
"DE","ITA","A","P1Y","2000",1696,"Dependent employment"
"DE","ITA","A","P1Y","2001",1685,"Dependent employment"
"DE","ITA","A","P1Y","2002",1672,"Dependent employment"
"DE","ITA","A","P1Y","2003",1653,"Dependent employment"
"DE","ITA","A","P1Y","2004",1657,"Dependent employment"
"DE","ITA","A","P1Y","2005",1646,"Dependent employment"
"DE","ITA","A","P1Y","2006",1652,"Dependent employment"
"DE","ITA","A","P1Y","2007",1652,"Dependent employment"
"DE","ITA","A","P1Y","2008",1653,"Dependent employment"
"DE","ITA","A","P1Y","2009",1616,"Dependent employment"
"DE","ITA","A","P1Y","2010",1616,"Dependent employment"
"DE","ITA","A","P1Y","2011",1615,"Dependent employment"
"DE","ITA","A","P1Y","2012",1580,"Dependent employment"
"DE","ITA","A","P1Y","2013",1567,"Dependent employment"
"DE","ITA","A","P1Y","2014",1566,"Dependent employment"
"DE","ITA","A","P1Y","2015",1578,"Dependent employment"
"DE","ITA","A","P1Y","2016",1586,"Dependent employment"
"DE","LTU","A","P1Y","1998",1928,"Dependent employment"
"DE","LTU","A","P1Y","1999",1920,"Dependent employment"
"DE","LTU","A","P1Y","2000",1915,"Dependent employment"
"DE","LTU","A","P1Y","2001",1920,"Dependent employment"
"DE","LTU","A","P1Y","2002",1890,"Dependent employment"
"DE","LTU","A","P1Y","2003",1862,"Dependent employment"
"DE","LTU","A","P1Y","2004",1893,"Dependent employment"
"DE","LTU","A","P1Y","2005",1890,"Dependent employment"
"DE","LTU","A","P1Y","2006",1880,"Dependent employment"
"DE","LTU","A","P1Y","2007",1906,"Dependent employment"
"DE","LTU","A","P1Y","2008",1923,"Dependent employment"
"DE","LTU","A","P1Y","2009",1854,"Dependent employment"
"DE","LTU","A","P1Y","2010",1880,"Dependent employment"
"DE","LTU","A","P1Y","2011",1850,"Dependent employment"
"DE","LTU","A","P1Y","2012",1849,"Dependent employment"
"DE","LTU","A","P1Y","2013",1834,"Dependent employment"
"DE","LTU","A","P1Y","2014",1829,"Dependent employment"
"DE","LTU","A","P1Y","2015",1853,"Dependent employment"
"DE","LTU","A","P1Y","2016",1882,"Dependent employment"
"DE","USA","A","P1Y","2001",1812,"Dependent employment"
"DE","USA","A","P1Y","2002",1807,"Dependent employment"
"DE","USA","A","P1Y","2003",1797,"Dependent employment"
"DE","USA","A","P1Y","2004",1800,"Dependent employment"
"DE","USA","A","P1Y","2005",1796,"Dependent employment"
"DE","USA","A","P1Y","2006",1799,"Dependent employment"
"DE","USA","A","P1Y","2007",1797,"Dependent employment"
"DE","USA","A","P1Y","2008",1794,"Dependent employment"
"DE","USA","A","P1Y","2009",1771,"Dependent employment"
"DE","USA","A","P1Y","2010",1782,"Dependent employment"
"DE","USA","A","P1Y","2011",1791,"Dependent employment"
"DE","USA","A","P1Y","2012",1792,"Dependent employment"
"DE","USA","A","P1Y","2013",1790,"Dependent employment"
"DE","USA","A","P1Y","2014",1792,"Dependent employment"
"DE","USA","A","P1Y","2015",1791,"Dependent employment"
"DE","USA","A","P1Y","2016",1789,"Dependent employment"
"DE","NZL","A","P1Y","1991",1722,"Dependent employment"
"DE","NZL","A","P1Y","1992",1726,"Dependent employment"
"DE","NZL","A","P1Y","1993",1775,"Dependent employment"
"DE","NZL","A","P1Y","1994",1770,"Dependent employment"
"DE","NZL","A","P1Y","1995",1766,"Dependent employment"
"DE","NZL","A","P1Y","1996",1764,"Dependent employment"
"DE","NZL","A","P1Y","1997",1766,"Dependent employment"
"DE","NZL","A","P1Y","1998",1767,"Dependent employment"
"DE","NZL","A","P1Y","1999",1781,"Dependent employment"
"DE","NZL","A","P1Y","2000",1777,"Dependent employment"
"DE","NZL","A","P1Y","2001",1770,"Dependent employment"
"DE","NZL","A","P1Y","2002",1769,"Dependent employment"
"DE","NZL","A","P1Y","2003",1771,"Dependent employment"
"DE","NZL","A","P1Y","2004",1796,"Dependent employment"
"DE","NZL","A","P1Y","2005",1785,"Dependent employment"
"DE","NZL","A","P1Y","2006",1767,"Dependent employment"
"DE","NZL","A","P1Y","2007",1754,"Dependent employment"
"DE","NZL","A","P1Y","2008",1739,"Dependent employment"
"DE","NZL","A","P1Y","2009",1721,"Dependent employment"
"DE","NZL","A","P1Y","2010",1741,"Dependent employment"
"DE","NZL","A","P1Y","2011",1735,"Dependent employment"
