"AGE","LOCATION","MEASURE","DEFINITION","METHODO","TIME_FORMAT","UNIT","POWERCODE","obsTime","obsValue","OBS_STATUS","AGE_label"
"OLD","GRC","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.333,NA,"Retirement age population: above 65"
"OLD","GRC","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.309,NA,"Retirement age population: above 65"
"OLD","GRC","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.309,NA,"Retirement age population: above 65"
"OLD","GRC","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.285,NA,"Retirement age population: above 65"
"OLD","GRC","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.284,NA,"Retirement age population: above 65"
"OLD","GRC","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.3,NA,"Retirement age population: above 65"
"OLD","GRC","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.272,NA,"Retirement age population: above 65"
"OLD","GRC","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.268,NA,"Retirement age population: above 65"
"OLD","GRC","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.272,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.199,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.201,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.225,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.228,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1991",0.273,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.244,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.234,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.22,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.2,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.199,NA,"Retirement age population: above 65"
"OLD","HUN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.222,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.222,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.242,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.269,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.275,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.331,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.299,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.246,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.249,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.239,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.226,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.243,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.226,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.244,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.268,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.274,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.331,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.299,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.245,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.249,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.238,NA,"Retirement age population: above 65"
"OLD","ISL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.225,NA,"Retirement age population: above 65"
"OLD","IRL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.269,NA,"Retirement age population: above 65"
"OLD","IRL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.269,NA,"Retirement age population: above 65"
"OLD","IRL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.263,NA,"Retirement age population: above 65"
"OLD","IRL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.281,NA,"Retirement age population: above 65"
"OLD","IRL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.288,NA,"Retirement age population: above 65"
"OLD","IRL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.28,NA,"Retirement age population: above 65"
"OLD","IRL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.279,NA,"Retirement age population: above 65"
"OLD","IRL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.299,NA,"Retirement age population: above 65"
"OLD","JPN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.341,NA,"Retirement age population: above 65"
"OLD","JPN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.341,NA,"Retirement age population: above 65"
"OLD","CHL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.442,NA,"Retirement age population: above 65"
"OLD","CHL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.426,NA,"Retirement age population: above 65"
"OLD","CHL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.428,NA,"Retirement age population: above 65"
"OLD","CHL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2015",0.436,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.29,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.33,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.343,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.381,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.365,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.296,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.28,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.284,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.295,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.306,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.315,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.272,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.281,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.29,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.312,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.308,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.272,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.258,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.268,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.292,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.298,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.301,NA,"Retirement age population: above 65"
"OLD","ITA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.313,NA,"Retirement age population: above 65"
"OLD","ITA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.291,NA,"Retirement age population: above 65"
"OLD","ITA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.295,NA,"Retirement age population: above 65"
"OLD","ITA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.298,NA,"Retirement age population: above 65"
"OLD","ITA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.298,NA,"Retirement age population: above 65"
"OLD","ITA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.298,NA,"Retirement age population: above 65"
"OLD","JPN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.369,NA,"Retirement age population: above 65"
"OLD","JPN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.359,NA,"Retirement age population: above 65"
"OLD","JPN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2003",0.343,NA,"Retirement age population: above 65"
"OLD","JPN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.348,NA,"Retirement age population: above 65"
"OLD","JPN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.341,NA,"Retirement age population: above 65"
"OLD","JPN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.341,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.43,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.422,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.397,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2015",0.381,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.393,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.394,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.407,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.407,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.411,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.422,NA,"Retirement age population: above 65"
"OLD","KOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.43,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.23,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.22,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.23,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.226,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.23,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.229,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.232,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.255,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.273,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.25,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.242,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1986",0.265,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1996",0.247,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2001",0.249,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.231,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.222,NA,"Retirement age population: above 65"
"OLD","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.231,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.291,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.333,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.347,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.386,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.37,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.3,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.284,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.289,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.3,NA,"Retirement age population: above 65"
"OLD","LVA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.31,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.272,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.281,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.292,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.316,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.311,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.274,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.26,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.27,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.294,NA,"Retirement age population: above 65"
"OLD","LTU","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.299,NA,"Retirement age population: above 65"
"OLD","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.263,NA,"Retirement age population: above 65"
"OLD","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.255,NA,"Retirement age population: above 65"
"OLD","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.24,NA,"Retirement age population: above 65"
"OLD","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.252,NA,"Retirement age population: above 65"
"OLD","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.244,NA,"Retirement age population: above 65"
"OLD","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.236,NA,"Retirement age population: above 65"
"OLD","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.237,NA,"Retirement age population: above 65"
"OLD","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.283,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.345,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.315,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.354,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1990",0.257,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.245,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.282,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2003",0.233,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.305,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.369,NA,"Retirement age population: above 65"
"OLD","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.345,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.244,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.222,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.211,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.214,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.213,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.216,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.218,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.222,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1986",0.222,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.243,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.217,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.248,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.222,NA,"Retirement age population: above 65"
"OLD","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.211,NA,"Retirement age population: above 65"
"OLD","BRA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.462,NA,"Retirement age population: above 65"
"OLD","BRA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.458,NA,"Retirement age population: above 65"
"OLD","BRA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.45,NA,"Retirement age population: above 65"
"OLD","BRA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.44,NA,"Retirement age population: above 65"
"OLD","CHN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.566,NA,"Retirement age population: above 65"
"OLD","CRI","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.546,NA,"Retirement age population: above 65"
"OLD","CRI","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.574,NA,"Retirement age population: above 65"
"OLD","CRI","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.591,NA,"Retirement age population: above 65"
"OLD","CRI","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.547,NA,"Retirement age population: above 65"
"OLD","CRI","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.534,NA,"Retirement age population: above 65"
"OLD","CRI","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2015",0.529,NA,"Retirement age population: above 65"
"OLD","CRI","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2016",0.547,NA,"Retirement age population: above 65"
"OLD","IND","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.528,NA,"Retirement age population: above 65"
"OLD","IND","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.536,NA,"Retirement age population: above 65"
"OLD","RUS","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.323,NA,"Retirement age population: above 65"
"OLD","ZAF","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2015",0.6,"P","Retirement age population: above 65"
"TOT","AUS","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.326,NA,"Total population"
"TOT","AUS","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.337,NA,"Total population"
"TOT","AUS","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.309,NA,"Total population"
"TOT","AUS","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.317,NA,"Total population"
"TOT","AUS","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.315,NA,"Total population"
"TOT","AUS","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.336,NA,"Total population"
"TOT","AUS","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.334,NA,"Total population"
"TOT","AUS","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.324,NA,"Total population"
"TOT","AUT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.284,NA,"Total population"
"TOT","AUT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.281,NA,"Total population"
"TOT","AUT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.289,NA,"Total population"
"TOT","AUT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.28,NA,"Total population"
"TOT","AUT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.281,NA,"Total population"
"TOT","AUT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.275,NA,"Total population"
"TOT","AUT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.279,NA,"Total population"
"TOT","AUT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.274,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.287,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.277,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.268,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.277,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.266,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.272,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.267,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.27,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.265,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.265,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.266,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.287,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.277,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.264,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.274,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.262,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.269,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.264,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.266,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.262,NA,"Total population"
"TOT","BEL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.261,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1986",0.293,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1987",0.291,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1988",0.286,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1989",0.284,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1990",0.289,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1991",0.296,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1992",0.296,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1993",0.29,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1994",0.291,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1995",0.293,NA,"Total population"
"TOT","CAN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","1996",0.301,NA,"Total population"
